,element,GW,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_missed,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,open_play_crosses,big_chances_created,clearances_blocks_interception,recoveries,key_passes,tackles,attempted_passes,completed_passes,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,total_points,threshold
267,85,5,55,0,0,0,0,0,0,0,0,0,2,2.4,11.1,18.0,3.2,0,0,0,3,1,0,7,6,0,0,0,1,1,1,0,0,1,0
268,85,6,21,2,0,0,0,0,0,0,0,3,51,71.0,0.3,50.0,12.1,0,0,2,1,0,0,5,3,0,0,0,0,0,0,1,0,12,1
269,85,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,85,8,60,0,0,1,0,0,0,0,0,0,4,0.2,0.6,2.0,0.3,0,0,1,0,0,0,6,4,0,0,0,1,0,0,1,0,2,0
271,85,9,15,0,0,0,2,0,0,0,0,0,3,0.0,1.6,0.0,0.2,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,1,0
272,85,10,25,0,0,0,1,0,0,0,0,0,0,1.2,0.7,4.0,0.6,0,0,0,1,0,0,6,6,0,0,0,1,1,0,1,0,1,0
273,85,11,18,0,0,0,2,0,0,1,0,0,-3,0.0,0.3,2.0,0.1,0,0,0,2,0,0,6,4,0,0,0,1,1,0,1,0,0,0
274,85,12,17,0,0,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0
275,85,13,7,0,0,0,0,0,0,0,0,0,1,0.0,0.3,1.0,0.0,0,0,0,1,0,0,7,6,0,0,0,1,0,1,1,1,1,0
276,85,14,10,0,0,0,0,0,0,0,0,0,1,0.0,1.1,7.0,0.5,0,0,0,1,0,0,3,3,0,0,0,0,0,1,1,0,1,0
277,85,15,82,0,1,0,2,0,0,0,0,0,10,6.6,1.2,44.0,5.2,0,0,1,3,0,0,15,8,1,0,0,0,2,0,1,0,5,0
278,85,16,84,0,0,1,0,0,0,0,0,0,3,4.8,12.3,40.0,5.7,0,0,1,3,1,0,16,9,0,0,0,3,1,0,1,0,2,0
279,85,17,79,0,0,1,0,0,0,0,0,0,2,5.6,5.8,22.0,3.3,0,0,2,1,0,0,20,9,1,0,0,0,0,1,1,0,2,0
280,85,18,76,1,0,0,2,0,0,1,0,2,28,31.8,14.1,36.0,8.2,0,1,0,2,1,1,13,8,0,0,0,2,1,1,2,1,7,1
281,85,19,90,0,0,0,5,0,0,0,0,0,4,6.2,3.3,21.0,3.1,0,0,1,3,0,0,20,13,0,0,0,1,0,0,2,0,2,0
282,86,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,86,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,86,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,86,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,86,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,86,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,86,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,86,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,86,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,86,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,86,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,86,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,86,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,86,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,86,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,86,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,86,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,86,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,86,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,87,1,72,0,0,1,0,0,0,0,0,0,2,5.8,2.8,52.0,6.1,0,0,1,3,0,0,16,12,0,0,0,1,3,0,1,0,2,0
302,87,2,64,0,0,0,3,0,0,0,0,0,3,0.0,2.3,8.0,0.9,0,0,0,1,0,0,11,10,0,0,0,2,1,1,0,1,2,0
303,87,3,65,0,0,0,3,0,0,0,0,0,3,0.0,10.8,4.0,1.3,0,0,0,0,1,0,11,8,0,0,0,0,1,0,3,0,2,0
304,87,4,83,0,0,0,2,0,0,0,0,0,8,0.4,1.8,6.0,0.8,0,0,0,1,0,1,24,14,0,0,0,0,0,1,0,1,2,0
305,87,5,20,0,0,0,0,0,0,0,0,0,2,0.0,0.6,0.0,0.1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0
306,87,6,30,0,0,0,0,0,0,0,0,0,3,2.0,1.0,9.0,1.2,0,0,1,0,0,1,6,4,0,0,0,1,0,1,0,0,1,0
307,87,7,18,0,0,0,0,0,0,0,0,0,3,4.0,0.3,0.0,0.4,0,0,2,1,0,0,3,1,0,0,0,1,0,0,0,0,1,0
308,87,8,29,0,0,0,1,0,0,0,0,0,0,0.0,0.8,2.0,0.2,0,0,0,2,0,0,11,7,0,0,0,0,2,0,1,0,1,0
309,87,9,21,0,0,0,2,0,0,0,0,0,3,0.2,0.0,2.0,0.2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,0
310,87,10,31,0,0,0,2,0,0,0,0,0,2,8.0,0.3,17.0,2.5,0,0,1,1,0,0,3,1,0,0,0,0,1,0,0,0,1,0
311,87,11,18,1,0,0,2,0,0,0,0,0,23,33.8,11.8,21.0,6.7,0,0,0,0,1,0,8,6,1,0,0,1,0,1,0,0,5,0
312,87,12,90,0,0,1,0,0,0,0,0,0,-3,2.4,2.2,33.0,3.8,0,0,1,4,0,0,23,17,0,0,0,3,2,1,4,0,2,0
313,87,13,90,0,0,0,2,0,0,0,0,0,3,9.4,6.9,91.0,10.7,0,0,1,2,0,0,32,25,0,0,0,2,1,2,1,1,2,0
314,87,14,79,0,0,0,2,0,0,0,0,0,3,3.0,1.3,0.0,0.4,0,0,1,0,0,0,19,10,0,0,0,1,2,0,0,0,2,0
315,87,15,70,0,0,0,2,0,0,0,0,0,2,2.0,16.3,12.0,3.0,0,0,1,5,1,0,12,8,0,0,0,2,3,0,1,0,2,0
316,87,16,90,0,0,1,0,0,0,0,0,0,-1,2.4,0.9,51.0,5.4,0,0,1,2,0,0,21,9,0,0,0,3,1,1,2,0,2,0
317,87,17,10,0,0,0,1,0,0,0,0,0,3,0.2,0.3,18.0,1.9,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0
318,87,18,76,0,0,0,2,0,0,1,0,0,0,2.6,16.2,6.0,2.5,0,0,1,1,1,1,26,17,0,0,0,2,1,0,3,0,1,0
319,87,19,17,0,0,0,1,0,0,0,0,0,1,0.0,1.3,4.0,0.2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,1,0
320,495,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,495,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,495,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,495,4,6,0,0,0,0,0,0,0,0,0,2,1.0,1.3,6.0,0.8,0,0,1,0,0,0,4,2,0,0,0,0,0,1,0,0,1,0
324,495,5,34,0,0,0,1,0,0,0,0,0,3,4.0,11.6,4.0,2.0,0,0,1,1,1,1,6,6,0,0,0,2,0,1,0,0,1,0
325,495,6,59,1,0,0,0,0,0,0,0,0,28,31.4,2.0,37.0,7.0,0,0,1,3,0,0,15,11,0,0,0,1,0,0,2,0,5,0
326,495,7,71,0,0,0,1,0,0,0,0,0,5,4.2,1.5,3.0,0.9,0,0,3,1,0,0,10,4,0,0,0,1,0,1,0,0,2,0
327,495,8,1,0,0,0,0,0,0,0,0,0,2,0.0,0.2,0.0,0.0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,1,0
328,495,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,495,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,495,11,71,0,0,0,2,0,0,0,0,0,6,3.6,4.1,0.0,0.8,0,0,2,1,0,0,18,11,0,0,0,0,1,0,2,2,2,0
331,495,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,495,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,495,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,495,15,7,0,0,0,1,0,0,1,0,0,-1,0.0,0.8,4.0,0.3,0,0,0,1,0,0,5,4,0,0,0,0,0,0,1,0,0,0
335,495,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,495,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,495,18,13,0,0,0,1,0,0,0,0,0,-2,0.0,1.3,0.0,0.0,0,0,0,0,0,0,2,2,0,0,0,3,1,0,1,0,1,0
338,495,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,107,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,107,2,90,0,0,1,0,0,0,0,0,0,-3,2.2,14.7,54.0,7.1,0,0,3,5,1,0,17,10,1,0,0,2,1,3,3,0,2,0
341,107,3,58,0,0,0,0,0,0,0,0,0,0,5.6,25.2,0.0,3.1,1,0,2,1,2,0,8,6,0,0,0,3,0,0,4,0,1,0
342,107,4,6,0,0,0,0,0,0,0,0,0,4,4.0,14.3,2.0,2.0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0
343,107,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,107,6,27,0,0,0,2,0,0,0,0,0,1,1.6,0.7,0.0,0.2,0,0,1,1,0,0,8,5,0,0,0,1,0,0,1,0,1,0
345,107,7,70,0,0,0,2,0,0,0,0,0,3,1.4,2.1,49.0,5.3,0,0,0,2,0,0,9,6,0,0,0,1,1,0,1,0,2,0
346,107,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,107,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,107,10,7,0,0,0,2,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
349,107,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,107,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,107,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,107,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,107,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,107,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,107,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,107,18,29,0,0,0,1,0,0,0,0,0,5,8.0,14.3,37.0,5.9,1,0,1,0,1,0,4,2,0,0,0,0,0,0,0,0,1,0
357,107,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,108,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,108,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,108,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,108,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,108,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,108,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,108,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,108,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,108,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,108,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,108,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,108,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,108,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,108,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,108,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,108,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,108,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,108,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,108,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,109,1,2,0,0,0,1,0,0,0,0,0,5,2.0,0.0,0.0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
378,109,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,109,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,109,4,1,0,0,0,0,0,0,0,0,0,3,0.0,0.3,2.0,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
381,109,5,13,0,0,0,2,0,0,0,0,0,2,0.0,0.3,2.0,0.2,0,0,0,1,0,0,5,3,0,0,0,1,0,0,0,0,1,0
382,109,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,109,7,11,0,0,0,0,0,0,0,0,0,1,0.0,0.3,2.0,0.2,0,0,0,1,0,0,3,3,0,0,0,1,0,0,1,0,1,0
384,109,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,109,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,109,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,109,11,5,0,0,0,0,0,0,0,0,0,2,0.0,0.6,2.0,0.2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,1,0
388,109,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,109,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,109,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,109,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,109,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,109,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,109,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,109,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,110,1,87,0,0,0,1,0,0,0,0,0,8,8.0,25.8,35.0,6.9,0,0,0,4,2,0,22,15,0,0,0,2,1,2,1,5,2,0
397,110,2,14,0,0,0,0,0,0,0,0,0,2,0.2,0.0,0.0,0.0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,1,0
398,110,3,15,0,0,0,0,0,0,0,0,0,5,2.0,10.5,24.0,3.7,0,0,0,0,1,1,5,2,0,0,0,0,0,1,0,0,1,0
399,110,4,90,0,0,0,3,0,0,0,0,0,3,5.6,19.0,13.0,3.8,1,0,0,2,1,0,12,11,0,0,0,3,1,1,0,0,2,0
400,110,5,70,0,0,0,2,0,0,0,0,0,2,0.0,0.5,8.0,0.5,0,0,0,2,0,0,10,4,0,0,0,2,0,1,2,1,2,0
401,110,6,90,0,0,0,5,0,0,0,0,0,3,4.2,3.8,21.0,2.9,0,0,1,4,0,0,17,11,0,0,0,3,1,0,0,0,2,0
402,110,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,110,8,5,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.1,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,1,0
404,110,9,90,1,1,0,2,0,0,0,0,3,43,63.6,39.7,40.0,14.3,1,0,1,6,3,1,31,23,0,0,0,8,0,0,0,2,12,1
405,110,10,82,0,0,0,2,0,0,0,0,0,3,4.0,3.6,0.0,0.8,0,0,1,2,0,0,15,12,0,0,0,4,0,0,0,1,2,0
406,110,11,64,0,0,0,1,0,0,0,0,0,8,5.8,2.5,25.0,3.3,0,0,2,3,0,0,15,9,0,0,0,0,0,0,0,0,2,0
407,110,12,14,0,0,0,0,0,0,0,0,0,3,0.2,0.5,2.0,0.3,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0
408,110,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,110,14,24,0,1,0,0,0,0,0,0,0,12,4.0,0.1,18.0,2.2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0
410,110,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,110,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,110,17,12,1,0,0,0,0,0,0,0,1,27,34.0,0.3,35.0,6.9,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,6,1
413,110,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,110,19,90,0,0,1,0,0,0,0,0,0,2,5.6,24.0,26.0,5.6,0,0,2,1,2,0,22,17,1,0,0,2,1,1,0,0,2,0
415,133,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,133,2,15,0,0,0,0,0,0,0,0,0,2,7.4,11.9,36.0,5.5,0,0,0,1,1,0,6,6,0,0,0,1,0,0,1,0,1,0
417,133,3,25,0,0,0,1,0,0,0,0,0,3,3.2,21.8,13.0,3.8,0,0,0,0,2,0,9,7,0,0,0,0,0,1,1,0,1,0
418,133,4,29,0,1,0,0,0,0,0,0,0,9,17.2,23.2,12.0,5.2,0,0,1,0,2,0,13,7,0,0,0,0,1,0,4,0,4,0
419,133,5,90,0,2,0,1,0,0,0,0,2,37,43.0,54.2,47.0,14.4,0,2,4,5,3,1,44,35,0,0,0,0,0,2,1,0,10,1
420,133,6,64,0,0,1,0,0,0,0,0,0,2,0.0,5.8,35.0,3.9,0,0,1,2,0,0,17,11,0,0,0,1,0,2,1,0,2,0
421,133,7,64,0,0,1,0,0,0,0,0,0,3,0.0,1.8,11.0,0.8,0,0,0,2,0,0,14,6,0,0,0,0,1,2,1,1,2,0
422,133,8,67,0,1,1,0,0,0,0,0,0,17,17.4,28.6,10.0,5.6,0,1,1,2,2,0,17,16,0,0,0,2,0,1,0,0,5,0
423,133,9,11,0,0,0,0,0,0,0,0,0,4,2.0,11.5,6.0,2.0,0,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,1,0
424,133,10,16,0,0,0,0,0,0,0,0,0,-2,4.4,12.6,27.0,4.4,0,0,1,0,1,0,8,6,1,0,0,2,0,2,0,1,1,0
425,133,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,133,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,133,13,14,1,0,0,0,0,0,0,0,0,27,33.0,1.3,17.0,5.1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0
428,133,14,69,0,0,1,0,0,0,0,0,0,8,7.0,3.5,72.0,8.3,0,0,0,1,0,1,12,7,0,0,0,0,0,0,0,0,2,0
429,133,15,25,0,0,0,0,0,0,1,0,0,-2,0.0,1.8,14.0,1.2,0,0,0,0,0,0,6,5,0,0,0,0,0,1,1,0,0,0
430,133,16,1,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
431,133,17,7,0,0,0,0,0,0,0,0,0,3,2.0,1.6,0.0,0.4,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,0,1,0
432,133,18,29,0,0,0,0,0,0,0,0,0,1,0.0,1.6,6.0,0.7,0,0,0,0,0,0,6,3,0,0,0,0,1,0,1,0,1,0
433,133,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,134,1,90,0,0,1,0,0,0,0,0,0,1,2.0,6.9,40.0,4.9,0,0,0,1,0,0,29,19,0,0,0,5,1,0,2,3,2,0
435,134,2,74,1,0,0,2,0,0,0,0,0,27,37.2,18.3,27.0,8.3,0,0,0,2,1,1,18,15,0,0,0,4,1,1,1,1,6,1
436,134,3,64,0,0,1,0,0,0,0,0,0,6,0.0,3.4,38.0,4.1,0,0,0,1,0,0,14,11,0,0,0,0,0,0,0,0,2,0
437,134,4,60,0,0,1,0,0,0,0,0,0,3,1.4,2.2,41.0,4.5,0,0,0,0,0,0,11,7,0,0,0,1,1,0,1,0,2,0
438,134,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
